id,date,state_name,state_code,district_name,district_code,station_name,latitude,longitude,basin,sub_basin,source,currentlevel,level_diff
183,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Pahalgaon,12.83944,92.85333,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.89,0.09
184,14-05-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Pahalgaon,12.83944,92.85333,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.6,0.71
185,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Pahalgaon,12.83944,92.85333,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.67,-0.93
186,02-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Pahalgaon,12.83944,92.85333,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.39,-0.28
187,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Pahalgaon,12.83944,92.85333,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.1,0.71
188,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Pahalgaon,12.83944,92.85333,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.43,-0.67
189,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Pahalgaon,12.83944,92.85333,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.41,0.98
190,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Tugapur no 8,12.83972,92.85389,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.39,3.3
191,14-05-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Tugapur no 8,12.83972,92.85389,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.5,-1.89
192,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Tugapur no 8,12.83972,92.85389,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.2,-1.3
193,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Tugapur no 8,12.83972,92.85389,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.15,-0.05
194,14-05-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Tugapur no 8,12.83972,92.85389,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.17,2.02
195,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Tugapur no 8,12.83972,92.85389,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.21,-1.96
196,04-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Tugapur no 8,12.83972,92.85389,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.23,0.02
197,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Tugapur no 8,12.83972,92.85389,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.19,-0.04
198,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Tugapur no 8,12.83972,92.85389,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.12,-0.07
199,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Tugapur no 8,12.83972,92.85389,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.06,1.94
200,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Phooltala Basti,12.41111,92.76222,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.99,2.12
201,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Phooltala Basti,12.41111,92.76222,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.5,-1.49
202,14-05-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Phooltala Basti,12.41111,92.76222,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.61,2.11
203,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Phooltala Basti,12.41111,92.76222,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.8,-2.81
204,14-05-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Phooltala Basti,12.41111,92.76222,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.48,2.68
205,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Phooltala Basti,12.41111,92.76222,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.55,-1.93
206,14-05-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Phooltala Basti,12.41111,92.76222,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.6,2.05
207,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Phooltala Basti,12.41111,92.76222,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.69,-2.91
208,02-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Phooltala Basti,12.41111,92.76222,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.01,0.32
209,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Phooltala Basti,12.41111,92.76222,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.75,-0.26
210,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Phooltala Basti,12.41111,92.76222,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.75,1
211,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Phooltala Basti,12.41111,92.76222,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.5,-0.25
212,04-11-2013,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rest Camp,12.82778,92.85778,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.38,-0.04
213,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rest Camp,12.82778,92.85778,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.78,2.4
214,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rest Camp,12.82778,92.85778,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.63,-2.15
215,14-05-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rest Camp,12.82778,92.85778,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.16,2.53
216,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rest Camp,12.82778,92.85778,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.39,-2.77
217,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rest Camp,12.82778,92.85778,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.42,0.03
218,14-05-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rest Camp,12.82778,92.85778,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.35,1.93
219,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rest Camp,12.82778,92.85778,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.19,-2.16
220,04-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rest Camp,12.82778,92.85778,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.27,0.08
221,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rest Camp,12.82778,92.85778,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.43,0.16
222,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rest Camp,12.82778,92.85778,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.28,-0.15
223,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rest Camp,12.82778,92.85778,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.14,1.86
224,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Baratang (Nilambur),12.16694,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.09,3.08
225,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Baratang (Nilambur),12.16694,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.19,-2.9
226,14-05-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Baratang (Nilambur),12.16694,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.89,1.7
227,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Baratang (Nilambur),12.16694,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.27,-1.62
228,14-05-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Baratang (Nilambur),12.16694,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.45,3.18
229,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Baratang (Nilambur),12.16694,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.09,-3.36
230,14-05-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Baratang (Nilambur),12.16694,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.84,1.75
231,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Baratang (Nilambur),12.16694,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.1,-1.74
232,04-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Baratang (Nilambur),12.16694,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.9,0.8
233,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Baratang (Nilambur),12.16694,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.09,-0.81
234,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Baratang (Nilambur),12.16694,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.49,0.4
235,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Baratang (Nilambur),12.16694,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.69,0.2
236,04-11-2013,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Mohanpur ATR,13.11,92.85,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.42,-0.07
237,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Mohanpur ATR,13.11,92.85,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.64,1.22
238,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Mohanpur ATR,13.11,92.85,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.59,-1.05
239,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Mohanpur ATR,13.11,92.85,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.44,-1.15
240,14-05-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Mohanpur ATR,13.11,92.85,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.96,2.52
241,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Mohanpur ATR,13.11,92.85,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.5,-1.46
242,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Mohanpur ATR,13.11,92.85,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.49,-0.01
243,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Porlobjig-15,12.33583,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.05,0.1
244,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Porlobjig-15,12.33583,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.01,-0.04
245,14-05-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Porlobjig-15,12.33583,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.07,0.06
246,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Porlobjig-15,12.33583,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.74,-0.33
247,14-05-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Porlobjig-15,12.33583,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.43,0.69
248,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Porlobjig-15,12.33583,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.99,-0.44
249,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Porlobjig-15,12.33583,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.88,-0.11
250,04-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Porlobjig-15,12.33583,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.07,0.19
251,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Porlobjig-15,12.33583,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.96,-0.11
252,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Porlobjig-15,12.33583,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.69,-0.27
253,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Porlobjig-15,12.33583,92.76556,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.08,0.39
254,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island (Forest Area),12.36667,92.92278,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.61,1.48
255,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island (Forest Area),12.36667,92.92278,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.11,-0.5
256,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island (Forest Area),12.36667,92.92278,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.55,0.44
257,14-05-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island (Forest Area),12.36667,92.92278,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.3,-0.25
258,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island (Forest Area),12.36667,92.92278,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.17,-0.13
259,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island (Forest Area),12.36667,92.92278,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.7,-0.47
260,04-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island (Forest Area),12.36667,92.92278,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.19,0.49
261,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island (Forest Area),12.36667,92.92278,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.57,-1.62
262,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rangat,12.50556,92.91167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.37,0.74
263,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rangat,12.50556,92.91167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.7,-0.67
264,14-05-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rangat,12.50556,92.91167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.66,-0.04
265,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rangat,12.50556,92.91167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.77,0.11
266,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rangat,12.50556,92.91167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.7,-0.07
267,14-05-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rangat,12.50556,92.91167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.52,-0.18
268,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rangat,12.50556,92.91167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.53,0.01
269,04-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rangat,12.50556,92.91167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.55,0.02
270,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rangat,12.50556,92.91167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.65,0.1
271,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rangat,12.50556,92.91167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.5,-0.15
272,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Rangat,12.50556,92.91167,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.85,0.35
273,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Keralapuram,13.26028,93.01361,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.75,1.49
274,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Keralapuram,13.26028,93.01361,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.65,-2.1
275,14-05-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Keralapuram,13.26028,93.01361,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.74,0.09
276,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Keralapuram,13.26028,93.01361,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.73,0.99
277,14-05-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Keralapuram,13.26028,93.01361,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.11,0.38
278,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Keralapuram,13.26028,93.01361,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.69,-1.42
279,14-05-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Keralapuram,13.26028,93.01361,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.95,1.26
280,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Keralapuram,13.26028,93.01361,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.43,-0.52
281,02-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Keralapuram,13.26028,93.01361,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.76,-0.67
282,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Keralapuram,13.26028,93.01361,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.4,0.64
283,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Keralapuram,13.26028,93.01361,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.39,-1.01
284,29-11-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Keralapuram,13.26028,93.01361,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,4.21,2.82
285,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island Sec School,12.36611,92.92028,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.37,1.25
286,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island Sec School,12.36611,92.92028,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.72,-0.65
287,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island Sec School,12.36611,92.92028,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.58,-0.14
288,14-05-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island Sec School,12.36611,92.92028,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.31,0.73
289,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island Sec School,12.36611,92.92028,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.75,-0.56
290,04-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island Sec School,12.36611,92.92028,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,2.38,0.63
291,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Long Island Sec School,12.36611,92.92028,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.12,-1.26
292,14-05-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Webi Debipur,12.86694,92.87194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,5.65,1.18
293,04-11-2014,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Webi Debipur,12.86694,92.87194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.4,-5.25
294,14-05-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Webi Debipur,12.86694,92.87194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,5.47,5.07
295,04-11-2015,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Webi Debipur,12.86694,92.87194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,1.83,-3.64
296,14-05-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Webi Debipur,12.86694,92.87194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,5.38,3.55
297,04-11-2016,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Webi Debipur,12.86694,92.87194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.45,-4.93
298,14-05-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Webi Debipur,12.86694,92.87194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.83,3.38
299,04-11-2017,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Webi Debipur,12.86694,92.87194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.16,-3.67
300,02-04-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Webi Debipur,12.86694,92.87194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,3.78,3.62
301,21-11-2018,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Webi Debipur,12.86694,92.87194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,0.35,-3.43
302,04-04-2019,Andaman And Nicobar Islands,35,North And Middle Andaman,632,Webi Debipur,12.86694,92.87194,Drainage Area Of Andaman And Nicobar Islands Basin,Drainage Area Of Andaman And Nicobar Islands,CGWB,4.56,4.21
